platform_subscription_id,Variant ID_1,Line Quantity_1,Line Discounted Price_1,Variant ID_2,Line Quantity_2,Line Discounted Price_2,Variant ID_3,Line Quantity_3,Line Discounted Price_3,Variant ID_4,Line Quantity_4,Line Discounted Price_4,Variant ID_5,Line Quantity_5,Line Discounted Price_5,Variant ID_6,Line Quantity_6,Line Discounted Price_6,Variant ID_7,Line Quantity_7,Line Discounted Price_7,Variant ID_8,Line Quantity_8,Line Discounted Price_8,Variant ID_9,Line Quantity_9,Line Discounted Price_9,Variant ID_10,Line Quantity_10,Line Discounted Price_10,Variant ID_11,Line Quantity_11,Line Discounted Price_11,Variant ID_12,Line Quantity_12,Line Discounted Price_12,Variant ID_13,Line Quantity_13,Line Discounted Price_13,Variant ID_14,Line Quantity_14,Line Discounted Price_14,Variant ID_15,Line Quantity_15,Line Discounted Price_15
12038733933,ACTIVE,2023-02-28T15:05:44.746Z,2023-11-01T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038701165,CANCELLED,2022-11-01T23:27:54.442Z,2023-04-15T00:00:00.000Z,CANCELLED,2022-11-01T23:27:54.442Z,2023-04-15T00:00:00.000Z,CANCELLED,2022-11-01T23:27:54.442Z,2023-04-15T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038668397,CANCELLED,2023-03-19T19:38:43.626Z,2023-07-17T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038635629,ACTIVE,2022-11-01T23:30:44.352Z,2023-11-23T23:52:26.509Z,ACTIVE,2022-11-01T23:30:44.352Z,2023-11-23T23:52:26.509Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038602861,ACTIVE,2022-11-20T07:40:22.318Z,2023-11-26T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038570093,CANCELLED,2023-02-18T00:43:54.138Z,2023-06-18T00:00:00.000Z,CANCELLED,2023-02-18T00:43:54.138Z,2023-06-18T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038537325,ACTIVE,2023-03-02T20:12:34.676Z,2023-11-15T01:00:00.000Z,ACTIVE,2023-03-02T20:12:34.676Z,2023-11-15T01:00:00.000Z,ACTIVE,2023-03-02T20:12:34.676Z,2023-11-15T01:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038504557,CANCELLED,2023-02-16T17:21:27.324Z,2023-08-16T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038471789,CANCELLED,2023-03-09T23:40:43.345Z,2023-05-08T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038439021,CANCELLED,2023-02-11T03:46:23.332Z,2023-08-01T04:47:29.581Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038406253,ACTIVE,2023-03-12T19:37:29.267Z,2024-01-05T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038373485,CANCELLED,2023-01-28T09:31:42.562Z,2023-09-11T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038340717,CANCELLED,2023-03-12T00:33:52.279Z,2023-06-24T00:00:00.000Z,CANCELLED,2023-03-12T00:33:52.279Z,2023-06-24T00:00:00.000Z,CANCELLED,2023-03-12T00:33:52.279Z,2023-06-24T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038307949,CANCELLED,2023-02-03T12:30:30.090Z,2023-07-03T00:00:00.000Z,CANCELLED,2023-02-03T12:30:30.090Z,2023-07-03T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038275181,PAUSED,2023-03-20T16:31:32.956Z,2024-03-08T01:14:49.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038242413,CANCELLED,2023-03-08T16:36:01.906Z,2023-06-06T00:00:00.000Z,CANCELLED,2023-03-08T16:36:01.906Z,2023-06-06T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038209645,ACTIVE,2022-11-01T23:33:33.154Z,2023-10-26T00:00:00.000Z,ACTIVE,2022-11-01T23:33:33.154Z,2023-10-26T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038176877,ACTIVE,2022-11-01T23:25:08.491Z,2023-11-01T00:00:00.000Z,ACTIVE,2022-11-01T23:25:08.491Z,2023-11-01T00:00:00.000Z,ACTIVE,2022-11-01T23:25:08.491Z,2023-11-01T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038144109,ACTIVE,2022-12-29T05:45:28.871Z,2023-12-17T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038111341,CANCELLED,2023-03-16T14:56:21.179Z,2023-06-14T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038078573,CANCELLED,2023-03-10T03:51:45.540Z,2023-05-09T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038045805,CANCELLED,2023-01-27T16:54:41.377Z,2023-08-28T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038013037,CANCELLED,2023-02-26T21:01:26.470Z,2023-09-20T13:01:55.868Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037980269,ACTIVE,2023-02-25T17:46:00.121Z,2023-10-23T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037947501,CANCELLED,2023-03-21T22:56:38.298Z,2023-04-20T00:00:00.000Z,CANCELLED,2023-03-21T22:56:38.298Z,2023-04-20T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037914733,CANCELLED,2022-12-28T19:39:48.993Z,2023-08-01T00:00:00.000Z,CANCELLED,2022-12-28T19:39:48.993Z,2023-08-01T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037881965,ACTIVE,2022-11-01T23:26:58.343Z,2023-11-19T17:39:42.593Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037849197,ACTIVE,2022-11-28T03:24:04.890Z,2023-11-07T16:20:40.574Z,ACTIVE,2022-11-28T03:24:04.890Z,2023-11-07T16:20:40.574Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037816429,CANCELLED,2022-10-20T22:36:35.180Z,2023-05-26T00:00:00.000Z,CANCELLED,2022-10-20T22:36:35.180Z,2023-05-26T00:00:00.000Z,CANCELLED,2022-10-20T22:36:35.180Z,2023-05-26T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037783661,CANCELLED,2023-01-26T23:25:23.803Z,2023-09-23T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037750893,CANCELLED,2023-02-28T22:50:52.678Z,2023-07-04T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037718125,ACTIVE,2022-11-30T05:01:27.816Z,2023-11-30T01:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037685357,CANCELLED,2023-03-19T14:08:25.874Z,2023-11-14T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037652589,CANCELLED,2023-01-30T03:41:41.652Z,2023-06-17T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037619821,ACTIVE,2023-02-21T17:50:13.582Z,2023-11-19T00:00:00.000Z,ACTIVE,2023-02-21T17:50:13.582Z,2023-11-19T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037587053,CANCELLED,2023-03-05T18:27:10.764Z,2023-09-01T00:00:00.000Z,CANCELLED,2023-03-05T18:27:10.764Z,2023-09-01T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037554285,CANCELLED,2023-02-16T17:07:55.549Z,2023-06-29T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037521517,CANCELLED,2022-11-01T21:15:51.600Z,2023-04-15T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037488749,CANCELLED,2023-02-27T01:46:34.477Z,2023-06-20T13:03:05.990Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037455981,ACTIVE,2022-11-20T05:52:49.499Z,2023-11-02T00:00:00.000Z,ACTIVE,2022-11-20T05:52:49.499Z,2023-11-02T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037423213,ACTIVE,2023-02-07T15:57:35.605Z,2023-12-14T00:00:00.000Z,ACTIVE,2023-02-07T15:57:35.605Z,2023-12-14T00:00:00.000Z,ACTIVE,2023-02-07T15:57:35.605Z,2023-12-14T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037390445,CANCELLED,2022-11-24T05:12:21.144Z,2023-05-23T00:00:00.000Z,CANCELLED,2022-11-24T05:12:21.144Z,2023-05-23T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037357677,CANCELLED,2022-12-16T18:50:14.042Z,2023-04-30T16:31:05.942Z,CANCELLED,2022-12-16T18:50:14.042Z,2023-04-30T16:31:05.942Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037324909,ACTIVE,2022-11-21T07:29:58.980Z,2023-10-22T13:01:48.667Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037292141,CANCELLED,2023-02-04T15:38:50.756Z,2023-04-30T19:30:00.839Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037259373,PAUSED,2023-02-23T05:05:59.174Z,2024-03-18T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037226605,CANCELLED,2023-03-12T16:23:06.432Z,2023-05-11T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037193837,CANCELLED,2022-11-20T21:46:58.171Z,2023-08-18T00:00:00.000Z,CANCELLED,2022-11-20T21:46:58.171Z,2023-08-18T00:00:00.000Z,CANCELLED,2022-11-20T21:46:58.171Z,2023-08-18T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037161069,CANCELLED,2023-03-11T21:32:16.067Z,2023-05-10T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037128301,CANCELLED,2022-11-22T04:54:29.395Z,2023-10-27T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037095533,CANCELLED,2023-03-19T17:17:06.563Z,2023-10-15T00:00:00.000Z,CANCELLED,2023-03-19T17:17:06.563Z,2023-10-15T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037062765,CANCELLED,2023-02-17T20:24:39.006Z,2023-08-16T00:00:00.000Z,CANCELLED,2023-02-17T20:24:39.006Z,2023-08-16T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037029997,PAUSED,2022-12-23T03:24:43.886Z,2023-12-02T00:00:00.000Z,PAUSED,2022-12-23T03:24:43.886Z,2023-12-02T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036997229,CANCELLED,2023-03-05T18:40:34.126Z,2023-06-03T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036964461,ACTIVE,2022-12-21T05:24:00.343Z,2023-12-15T16:59:26.991Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036931693,PAUSED,2023-02-15T16:34:59.619Z,2023-12-10T00:00:00.000Z,PAUSED,2023-02-15T16:34:59.619Z,2023-12-10T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036898925,CANCELLED,2023-01-13T15:49:20.055Z,2023-11-11T01:00:00.000Z,CANCELLED,2023-01-13T15:49:20.055Z,2023-11-11T01:00:00.000Z,CANCELLED,2023-01-13T15:49:20.055Z,2023-11-11T01:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036866157,ACTIVE,2023-01-30T03:36:51.398Z,2023-11-19T21:36:07.363Z,ACTIVE,2023-01-30T03:36:51.398Z,2023-11-19T21:36:07.363Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036833389,CANCELLED,2022-12-07T13:20:45.293Z,2023-06-05T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036800621,CANCELLED,2022-11-01T23:24:10.653Z,2023-10-10T00:00:00.000Z,CANCELLED,2022-11-01T23:24:10.653Z,2023-10-10T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036767853,CANCELLED,2022-11-01T23:30:44.474Z,2023-05-25T00:00:00.000Z,CANCELLED,2022-11-01T23:30:44.474Z,2023-05-25T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036735085,CANCELLED,2023-02-17T15:03:20.192Z,2023-10-01T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036702317,CANCELLED,2023-03-03T14:43:12.261Z,2023-05-02T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036669549,CANCELLED,2023-01-25T14:55:55.350Z,2023-09-11T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036636781,CANCELLED,2023-03-16T00:12:45.420Z,2023-07-15T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036604013,CANCELLED,2023-03-16T19:35:40.364Z,2023-05-15T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036571245,ACTIVE,2022-11-15T15:54:58.873Z,2023-10-24T02:56:01.841Z,ACTIVE,2022-11-15T15:54:58.873Z,2023-10-24T02:56:01.841Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036538477,ACTIVE,2023-03-06T15:27:18.916Z,2023-12-10T16:34:34.922Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036505709,ACTIVE,2023-03-10T18:03:36.457Z,2023-11-06T17:16:28.263Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036472941,ACTIVE,2023-02-03T21:26:34.577Z,2023-12-02T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036440173,ACTIVE,2022-11-10T23:09:41.954Z,2024-05-02T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036407405,CANCELLED,2023-03-09T15:03:11.610Z,2023-05-08T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036374637,ACTIVE,2022-12-05T16:08:10.017Z,2023-11-01T00:00:00.000Z,ACTIVE,2022-12-05T16:08:10.017Z,2023-11-01T00:00:00.000Z,ACTIVE,2022-12-05T16:08:10.017Z,2023-11-01T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036341869,CANCELLED,2023-03-03T10:06:39.874Z,2023-07-13T00:00:00.000Z,CANCELLED,2023-03-03T10:06:39.874Z,2023-07-13T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036309101,ACTIVE,2023-03-26T10:10:30.783Z,2023-10-22T00:00:00.000Z,ACTIVE,2023-03-26T10:10:30.783Z,2023-10-22T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036276333,CANCELLED,2023-02-09T14:38:18.408Z,2023-06-27T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036243565,ACTIVE,2022-11-01T23:39:13.847Z,2023-10-27T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036210797,CANCELLED,2023-02-24T15:30:47.954Z,2023-05-27T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036178029,CANCELLED,2023-03-07T12:08:09.216Z,2023-09-21T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036145261,CANCELLED,2023-03-03T17:48:47.222Z,2023-06-01T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036112493,CANCELLED,2022-12-27T01:34:42.753Z,2023-07-26T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036079725,ACTIVE,2022-11-23T00:14:57.634Z,2023-11-08T00:00:00.000Z,ACTIVE,2022-11-23T00:14:57.634Z,2023-11-08T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036046957,ACTIVE,2022-11-01T23:32:35.759Z,2023-11-20T15:35:04.312Z,ACTIVE,2022-11-01T23:32:35.759Z,2023-11-20T15:35:04.312Z,ACTIVE,2022-11-01T23:32:35.759Z,2023-11-20T15:35:04.312Z,ACTIVE,2022-11-01T23:32:35.759Z,2023-11-20T15:35:04.312Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036014189,ACTIVE,2023-01-02T23:19:35.669Z,2023-12-01T01:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035981421,ACTIVE,2023-02-28T00:35:00.202Z,2023-12-07T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035948653,ACTIVE,2022-11-18T21:02:41.128Z,2023-11-16T00:00:00.000Z,ACTIVE,2022-11-18T21:02:41.128Z,2023-11-16T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035915885,CANCELLED,2023-03-14T03:11:40.865Z,2023-05-13T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035883117,PAUSED,2023-03-11T20:51:17.077Z,2024-01-29T00:00:00.000Z,PAUSED,2023-03-11T20:51:17.077Z,2024-01-29T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035850349,CANCELLED,2023-03-05T14:41:44.079Z,2023-05-04T00:00:00.000Z,CANCELLED,2023-03-05T14:41:44.079Z,2023-05-04T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035817581,CANCELLED,2023-02-14T13:13:10.702Z,2023-07-21T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035784813,ACTIVE,2023-03-09T10:58:06.647Z,2023-12-02T00:00:00.000Z,ACTIVE,2023-03-09T10:58:06.647Z,2023-12-02T00:00:00.000Z,ACTIVE,2023-03-09T10:58:06.647Z,2023-12-02T00:00:00.000Z,ACTIVE,2023-03-09T10:58:06.647Z,2023-12-02T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035752045,ACTIVE,2023-03-21T16:36:46.895Z,2023-11-07T21:26:45.659Z,ACTIVE,2023-03-21T16:36:46.895Z,2023-11-07T21:26:45.659Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035719277,ACTIVE,2022-11-28T03:25:56.425Z,2023-11-11T01:00:00.000Z,ACTIVE,2022-11-28T03:25:56.425Z,2023-11-11T01:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035686509,ACTIVE,2023-03-04T02:19:31.017Z,2023-10-30T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035653741,CANCELLED,2023-01-08T02:59:30.464Z,2023-11-02T00:00:00.000Z,CANCELLED,2023-01-08T02:59:30.464Z,2023-11-02T00:00:00.000Z,CANCELLED,2023-01-08T02:59:30.464Z,2023-11-02T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035620973,CANCELLED,2022-11-01T23:28:47.034Z,2023-06-22T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035588205,CANCELLED,2023-03-15T00:11:31.646Z,2023-06-20T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035555437,ACTIVE,2023-03-05T15:22:29.997Z,2023-12-02T00:00:00.000Z,ACTIVE,2023-03-05T15:22:29.997Z,2023-12-02T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035522669,CANCELLED,2022-11-02T11:52:21.424Z,2023-04-20T00:00:00.000Z,CANCELLED,2022-11-02T11:52:21.424Z,2023-04-20T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035489901,ACTIVE,2022-11-01T23:33:31.029Z,2023-10-25T14:26:15.000Z,ACTIVE,2022-11-01T23:33:31.029Z,2023-10-25T14:26:15.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035457133,CANCELLED,2023-02-12T15:20:32.831Z,2023-10-09T00:00:00.000Z,CANCELLED,2023-02-12T15:20:32.831Z,2023-10-09T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035424365,ACTIVE,2022-10-30T01:16:51.306Z,2023-11-15T00:00:00.000Z,ACTIVE,2022-10-30T01:16:51.306Z,2023-11-15T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035391597,ACTIVE,2022-11-24T00:51:02.464Z,2023-12-07T20:23:12.606Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035358829,ACTIVE,2023-03-02T11:29:31.253Z,2023-10-25T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035326061,ACTIVE,2022-11-03T16:23:30.025Z,2023-12-17T00:00:00.000Z,ACTIVE,2022-11-03T16:23:30.025Z,2023-12-17T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035293293,ACTIVE,2023-02-05T18:21:16.646Z,2023-11-15T00:00:00.000Z,ACTIVE,2023-02-05T18:21:16.646Z,2023-11-15T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035260525,ACTIVE,2023-02-25T16:38:18.312Z,2023-12-04T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035227757,CANCELLED,2023-01-06T20:38:41.653Z,2024-05-31T00:00:00.000Z,CANCELLED,2023-01-06T20:38:41.653Z,2024-05-31T00:00:00.000Z,CANCELLED,2023-01-06T20:38:41.653Z,2024-05-31T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035194989,CANCELLED,2023-02-19T13:54:07.411Z,2023-06-20T15:10:37.000Z,CANCELLED,2023-02-19T13:54:07.411Z,2023-06-20T15:10:37.000Z,CANCELLED,2023-02-19T13:54:07.411Z,2023-06-20T15:10:37.000Z,CANCELLED,2023-02-19T13:54:07.411Z,2023-06-20T15:10:37.000Z,CANCELLED,2023-02-19T13:54:07.411Z,2023-06-20T15:10:37.000Z,CANCELLED,2023-02-19T13:54:07.411Z,2023-06-20T15:10:37.000Z,CANCELLED,2023-02-19T13:54:07.411Z,2023-06-20T15:10:37.000Z,CANCELLED,2023-02-19T13:54:07.411Z,2023-06-20T15:10:37.000Z,,,,,,,,,,,,,,,,,,,,,
12035162221,CANCELLED,2023-03-16T20:09:38.839Z,2023-11-11T00:00:00.000Z,CANCELLED,2023-03-16T20:09:38.839Z,2023-11-11T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035129453,CANCELLED,2023-03-08T00:16:06.206Z,2023-04-07T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035096685,CANCELLED,2022-11-30T21:27:38.961Z,2023-06-29T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035063917,ACTIVE,2022-11-25T13:21:52.083Z,2023-11-21T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035031149,CANCELLED,2022-11-21T05:20:30.936Z,2023-11-16T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12034998381,CANCELLED,2023-02-10T00:44:45.148Z,2023-08-15T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12034965613,CANCELLED,2023-02-21T20:56:36.453Z,2023-06-30T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12034932845,ACTIVE,2023-03-15T03:55:38.525Z,2023-11-10T20:29:31.121Z,ACTIVE,2023-03-15T03:55:38.525Z,2023-11-10T20:29:31.121Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12034900077,CANCELLED,2022-11-29T02:42:38.412Z,2023-04-16T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12034867309,ACTIVE,2023-03-09T02:15:22.054Z,2023-11-07T14:55:36.000Z,ACTIVE,2023-03-09T02:15:22.054Z,2023-11-07T14:55:36.000Z,ACTIVE,2023-03-09T02:15:22.054Z,2023-11-07T14:55:36.000Z,ACTIVE,2023-03-09T02:15:22.054Z,2023-11-07T14:55:36.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12034834541,ACTIVE,2022-12-25T10:14:51.995Z,2023-11-11T05:24:53.963Z,ACTIVE,2022-12-25T10:14:51.995Z,2023-11-11T05:24:53.963Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12034801773,CANCELLED,2023-03-01T00:21:08.834Z,2023-04-30T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
